time,X,Y
0.0,0.9993200218874225,0.9956665317467879
0.001,0.9974701726785038,0.9922551965625571
0.002,0.9908680276744976,0.9913787688707437
0.003,0.9877515918343946,0.9962305214987441
0.004,1.0140508847749092,0.9869573419014374
0.005,1.0097896777267517,1.0128932335512313
0.006,0.9899174911278158,1.0152006913066811
0.007,1.0096320980692517,1.0050075201149875
0.008,1.011859192666696,0.9938382185640176
0.009,1.0038645805623503,0.9994209145154983
0.01,1.0018040841668674,1.0024255603629921
0.011,1.0066889268458945,0.9994748847132975
0.012,0.9884111683455271,0.9981839407352757
0.013,0.9843945440725634,0.9895711803388971
0.014,1.0010401741805135,0.9947100448572813
0.015,1.0148282244706062,0.9904027728444003
0.016,0.9916072113410414,1.0001491150090438
0.017,1.0210659336413088,0.9929964763097671
0.018,1.0007358416218393,1.0134091258338562
0.019,0.9995924936482377,0.9908036350906777
0.02,0.9876352329897218,1.0173916770645597
0.021,1.0137404826673317,1.0218043428888344
0.022,0.9740838178396607,1.009701223847809
0.023,0.9945003553416435,0.9947997956408803
0.024,1.0156594217817394,1.0169287316676754
0.025,0.9955453645716956,1.0050194150268976
0.026,0.9851111036947315,0.9894102370177205
0.027,0.9966416976950951,1.0015429949706907
0.028,1.0016793311107757,0.986814188943612
0.029,1.005793329844036,1.0106772880220114
0.03,0.9843008169564792,1.0144156897847014
0.031,0.9976082891918063,0.9953351934852314
0.032,0.9979514472867574,0.9867032428748086
0.033,0.9766600032587127,0.9976998150791772
0.034,0.9913802988790501,1.0008569207977365
0.035,0.9965592161085646,1.002893911279305
0.036,1.0086297442602183,1.0089021697581655
0.037,0.9837978541943337,0.9924596379423861
0.038,0.9889212988319263,0.9817902317265884
0.039,0.9920565320779527,0.9943025835987751
0.04,0.9999788591881582,0.9917647933632784
0.041,1.0031577789400739,0.9945552913742941
0.042,1.001271597927042,1.0131686159964854
0.043,0.9884879451832316,1.0033000926803355
0.044,1.0015850458098918,1.005603184230115
0.045,1.0105412463230246,1.0219803175107114
0.046,1.0027109917640369,1.0072926490646867
0.047,0.9974134923835649,0.9840440086630419
0.048,1.0055758300366477,0.9887804526737434
0.049,0.9915339787301737,0.9857142460608713
0.05,1.0087779240216153,1.0008124666713316
0.051,1.0044821685532503,0.9849099426074346
0.052,0.9918466662353339,1.0193157486113666
0.053,1.0120036048614056,0.9938685864887324
0.054,0.9945780717983292,0.9895657189944032
0.055,1.0043942101753927,1.002344699459081
0.056,1.0051931491660373,1.0164946623206725
0.057,0.9991458306826896,0.988392241452277
0.058,0.9998193748993165,0.9868387836634767
0.059,1.0055774105382917,1.0042192837946848
0.06,0.9932153109763013,1.003912836188162
0.061,0.9994705741265919,0.9977375897079681
0.062,0.9975710258744758,0.9917820654440753
0.063,0.9996689822175641,1.0117572236026622
0.064,1.0034551193519534,1.008517613504597
0.065,1.00474501497562,0.9920470826448679
0.066,0.9839498528834287,0.9981678062079968
0.067,0.980451953376254,0.9962732476812404
0.068,0.9925306400801701,1.0089609042813867
0.069,0.9988153948841392,1.0109721239567533
0.07,1.0094184640341513,1.0136158887184916
0.071,0.9979808200572795,1.012597543366767
0.072,1.010169830097779,1.0051065386929832
0.073,1.015474423127498,1.000369458212242
0.074,1.011170001508626,1.005886069517774
0.075,0.9922785410913373,0.994941898233202
