Latitude,Longitude,Altitude
33.76845205460554,-84.26093110485608,200.12924580258505
33.74232574015028,-84.3536997968049,200.02951284183015
33.85536238600711,-84.48773411731457,200.09296273577615
33.552567761006216,-84.39436958279042,200.00461283920353
33.640459859872315,-84.36146726369257,199.99502323360542
33.726705825202295,-84.65566698182205,200.20836842426934
33.574428947375814,-84.48070062679227,200.2144024384855
33.780911547214416,-84.31896356214723,200.03445895283204
33.764073170607396,-84.35098521806867,200.06149443495016
33.809673600366224,-84.25559867873885,200.40101080748818
33.71342885055806,-84.52237891346289,200.03174147645393
33.822114520159865,-84.30965698495218,200.05301234657435
33.85063462142635,-84.24819781601549,200.24935048647126
33.83382332078502,-84.46315965813325,200.31093449113663
33.69979628396534,-84.33534615756064,200.384639714698
33.762981750111145,-84.35776868380954,200.26234627971647
33.71999903380953,-84.35423984157087,200.28633595003274
33.91291461495703,-84.36800977896544,200.60608597104923
33.6834215178386,-84.37917474813142,200.32527587612321
33.74788125824698,-84.50502352211515,200.4129946772146
33.96313769223129,-84.36004138580907,200.39181014826494
33.78120602893976,-84.5744867785754,200.60803321562102
33.895916331140114,-84.53005759673637,200.53791118946373
33.777794119330586,-84.43361179173667,200.52825913002235
33.88759267084238,-84.48626275017727,200.48083842647918
33.72247714705422,-84.56505947552756,200.6386035951521
33.735829899777954,-84.51219943515949,200.46748768347067
33.78227048088793,-84.3718807827285,200.59253855886283
33.781434457404856,-84.32264490337978,200.55002804021908
33.8984882227211,-84.33203292996086,200.5988914724909
33.77050821176269,-84.33773537845629,200.53074542010054
33.783083882972456,-84.45289081048034,200.65338698503683
33.69366810474671,-84.50042619960121,200.72135772582521
33.82490175709105,-84.3287898160578,200.81243174942136
33.69650827610887,-84.38837307086504,200.56283330941721
33.770977085141375,-84.3893142450226,200.6912495664035
33.76116722003134,-84.55138836471879,200.70374176638325
33.87229312675601,-84.45218946330922,200.73669922468937
33.804971367537476,-84.40588702183781,200.62862204347704
33.807247459424445,-84.18917758255756,200.69522211634464
33.916186915436924,-84.5537085276631,200.6382233103721
33.760215186887976,-84.28938329957356,200.67896921785302
34.00923784231458,-84.32921417270333,200.9973131283381
33.73148838680327,-84.38881278068177,200.81996357302503
33.76724072442484,-84.41829560758154,200.8301176831499
33.85157816788446,-84.52602829805363,200.9939426894722
33.82237821091397,-84.55627697613795,201.12557023719071
33.78771477446878,-84.4522586850887,200.98684223559044
33.782828632810485,-84.34737200468415,201.2186109167716
33.769637260156394,-84.38014342268204,200.94877327308083
33.86688841311041,-84.22830806123757,200.63216063726549
33.869724587493614,-84.3506627265572,201.07284234009217
33.896419742317384,-84.35178273520137,201.09335923051336
33.81322145333112,-84.40557391242706,200.88863030879608
33.80241616450324,-84.39986813186665,201.18036455727196
33.90091492729423,-84.41697140372419,201.13155081915895
33.76047092135985,-84.24405023843589,201.2379380903379
33.84959610802074,-84.19251402110046,201.1416499775233
33.70849932161019,-84.36943418394898,201.28367980289056
33.757626638873894,-84.30729560052215,201.2069707557551
33.86759500791331,-84.43014225066075,201.2428717559401
33.70100726775107,-84.35321581464258,201.13418656752535
33.818432321519985,-84.36628093993183,201.32898858796085
33.7233896111561,-84.41646493505507,201.21276155891456
33.90918780088025,-84.54708536150765,201.22793553381322
33.807928331180136,-84.20438649986227,201.18344073134008
33.770430112126554,-84.37480889079562,201.11501596493443
33.73228194177039,-84.2217493787453,201.36786945462936
33.649932418659795,-84.27812854915696,201.40533376522953
33.99506022993635,-84.42618315156012,201.37041507940512
33.89865169561207,-84.43442852977758,201.53378059736653
33.64986810418605,-84.38653285667093,201.39383474861904
33.722590055766126,-84.3472976061514,201.46409289316412
33.845325465192246,-84.55851142130292,201.4581028710832
33.77435192664663,-84.26527776557671,201.5170219410714
33.912721657907404,-84.685331376626,201.38612759593974
33.89938067559607,-84.35624959327923,201.44050741091073
33.729487677709756,-84.35265523995187,201.45842891883004
33.706868106812294,-84.35909110780068,201.67801323782788
33.72788376294454,-84.33484983474257,201.5484346031866
33.80063155606332,-84.33721749883077,201.54484948501178
33.98498722431717,-84.38707552400605,201.72416058218994
33.77164239472337,-84.41760163222015,201.6979024805499
33.91284079657756,-84.40374784095751,201.6495512421275
33.86156947214465,-84.3916558543496,201.79008801798776
33.75231183597897,-84.33457827711658,201.53685647109035
33.835376204162436,-84.36415116744439,201.53411735152145
33.87821884606087,-84.39746039216965,201.8204637632417
33.74203801722265,-84.29098838345821,201.5730964684453
33.76188058274483,-84.36182444722299,201.73938926211346
33.662657326876015,-84.41905915050792,201.83786046008973
33.74409057062704,-84.20557339955135,201.766512298146
33.751492997314266,-84.52407771518905,201.8355216832728
33.658281819246255,-84.4196509599194,201.88276869822877
33.67120882827144,-84.40272607346795,201.808600045367
33.94684018208464,-84.3841527501632,201.89175339227626
33.82214753935026,-84.4763164032236,201.93322893370552
33.82830423810009,-84.44791081243957,201.93465061253644
33.78107280313918,-84.42727906423913,201.98593141589524
33.88618890604861,-84.28893382156618,201.91545965364884
33.72445398851355,-84.27648576731315,202.04660024094972
33.766431629938644,-84.46925493207935,201.9488923146592
33.67461134576663,-84.23155417980546,202.1826819441516
33.65305475892978,-84.50535492799746,202.06743177744107
33.89372917456629,-84.27925320975442,202.2834420462775
33.69156474786291,-84.52775371000847,202.13806474698382
33.833652716930985,-84.43049731158206,202.15317649560998
33.80339904037142,-84.37897382426165,202.22275084270268
33.95704475029917,-84.38540140624814,202.23531054914602
33.69250322569055,-84.5334196697401,202.12961975230075
33.77816241702306,-84.34323359715928,202.22265175671677
33.65833783731271,-84.26969427572007,202.1968426676074
33.78339813317093,-84.34012720788455,202.43648388334222
33.847246925289056,-84.3812352055169,202.08522766361196
33.80845007828,-84.3845508137341,202.36289666763597
33.94582575256012,-84.24100362232357,202.21562982986737
33.743659753668815,-84.34662362481791,202.4200018406561
33.87624256280135,-84.43981114050482,202.31851068224074
33.907439022506395,-84.36855007199564,202.4326035728284
33.8013624344477,-84.3793695089991,202.51166858178803
33.707404983472294,-84.43332575284255,202.32876608542105
33.70359127701797,-84.37372065234804,202.3727717529467
33.714079389393184,-84.46863755373448,202.5044581266856
33.761352380676406,-84.4149742329674,202.53217462691808
33.776023878713865,-84.28712461646477,202.35952970615295
33.589777148230006,-84.50478469054234,202.48577193846708
33.6812744218533,-84.27718058758346,202.5517669927485
33.96177486460549,-84.49138782657543,202.582872796065
33.809238860153485,-84.39422002216136,202.39272099553287
33.74922452944788,-84.36596458644541,202.71033296982276
33.8784304816822,-84.51942234842703,202.6250779201652
33.73546703349368,-84.29569795433672,202.550353096685
33.819494307287215,-84.43013418899505,202.72643291749728
33.756869122805554,-84.49821241449733,202.6500534017673
33.75731824827628,-84.64709524768277,202.68667002741617
33.69884874049655,-84.39580343306665,202.71163947706657
33.676345255902596,-84.27648240911965,202.8224475637925
33.644754614856026,-84.17942012049537,202.74661340535647
33.73129382517465,-84.492306663867,202.90669377681093
