Latitude [deg],Longitude [deg],Altitude [m above MSL]
32.999969215267015,-84.99997692641273,202.27753676799088
32.99998888583093,-84.99998852272299,202.05553540926599
33.00000029292664,-84.99998337788057,198.9667352904069
32.99994218347082,-85.00004036957422,205.22484048005936
33.000026544816535,-85.00004471070895,200.13527497333527
32.999957447136,-85.0000814556707,197.5179714189423
33.000006910715875,-85.00000096528271,198.47469624797503
33.00001329350194,-84.9999947589863,201.5467486985641
33.00002272285532,-84.99998570135006,198.36937060117833
33.00000529062738,-85.00001462988999,202.71752880031787
33.00002332740399,-85.00007476393439,204.57421701950895
32.9999911089178,-85.00001528563088,199.61560566751132
32.99996798726176,-85.0000617463345,203.92632791394092
32.9999848885856,-85.0000829900873,195.4890033353053
32.999944843099506,-85.000031711624,195.1904531390039
32.99999450525218,-85.0000017442556,200.52124747791538
32.999968238490716,-85.0000133550062,204.8802232497433
33.00003588406369,-84.99995132228028,199.62040884414438
32.999965740346525,-85.00000520607581,196.81955211664072
33.000026250240765,-84.99998279484488,201.72845085384398
32.99996710331632,-85.00000036311206,197.72237605579568
32.99995548031673,-85.00001434518785,198.20989413776806
33.00002675561505,-85.00000753375699,202.0857456051231
33.000007979459475,-84.999938091083,199.27091896186317
33.00002828104713,-85.00000873169432,201.6054725184293
32.99998939558393,-84.9999814368744,200.91857665769888
33.00000392193599,-84.99997516620833,199.30445221629734
33.00000118581856,-85.00001587629473,192.97265157611835
32.99994747647947,-85.00005364341736,196.4931423818096
32.99997550549645,-85.0000091409687,199.61878200841787
33.00000244560057,-84.999971348354,200.16167581892273
33.00005463453086,-85.00002970756776,201.85440756975134
32.99995895149184,-85.00001519204189,195.54329764506008
32.999980016164095,-84.99997116348642,197.9407576798674
32.99998398445372,-84.9999725042244,198.16525281202215
33.000058432804664,-84.99998648249729,203.5847057637998
32.99996293030183,-85.0000061848368,203.323144798096
33.00002199425684,-84.99999493059804,199.5604342912995
33.00001135093407,-84.99994755533535,197.69195867178922
33.00001699212124,-84.99996993970453,194.14796135948635
32.99995518666021,-85.00004425504058,197.88764084581575
32.99997103758972,-85.00002248667863,203.68376177443926
32.99999090175611,-85.0000494323964,201.253974207251
33.000012025629275,-85.00003868956789,201.24511688830464
32.999987214663534,-85.00000676329918,198.3967867633337
33.00001739489688,-85.00004664222473,194.8381212715522
33.00001619154511,-84.99999493492855,202.643376195938
33.000013611768026,-85.00003050569788,198.93933679640054
32.99997066589506,-85.00000452881217,198.57885438171076
33.000024341553356,-85.0000029893171,200.65825489717946
33.0000243958637,-84.99998125267825,198.84683408822843
33.00001941285453,-84.99998393683173,202.7791982187875
33.000021674208135,-85.00003271186064,202.43016874239856
33.0000588020648,-84.99999496586116,203.98680337119544
32.99997658209207,-84.99998568327995,198.9916871674514
32.99998033509296,-84.99996687966137,198.36499206906544
32.99997138183594,-84.99998343779005,197.6276245139209
32.999981239910014,-84.99999537200303,196.65103639840004
33.00000360008744,-85.00005238187929,200.44072033404527
32.99998602045423,-84.99998230924614,203.76028048549193
33.00000944939919,-84.9999718069859,205.8976342403798
32.999981360817436,-85.00003337995547,195.77709702302167
33.00003161613665,-84.99997129158788,199.62498872839177
33.000016865945284,-85.00005505380197,197.62594327197098
33.00001088046056,-85.00001642411364,200.42870000488963
33.00001330015343,-84.99999290154764,194.21230403584576
33.00001348866364,-85.00001701896404,197.57958633459327
32.99999341396627,-84.99999233831464,196.49941072647016
32.99999676532784,-84.99998933226429,196.79880692948848
32.99998633072983,-84.99999248039948,202.35631829523552
33.000041343087474,-85.00004163960824,202.621677060746
33.00003295797386,-84.99998834753409,204.8545410598938
33.000005010601456,-85.00000863378764,199.60435914602144
32.99997156291293,-84.99999514519205,205.21692857207506
32.99994743810721,-85.00001279323546,201.17606362274043
32.9999927645955,-84.9999905021681,201.5286910973141
33.000029828365655,-85.00000405660211,203.64131746912693
32.99999248587815,-84.99998358775105,198.58516078729306
32.999951649042686,-84.99996167087419,202.76140707852585
32.999988650231096,-84.99998557900383,200.49331466724473
33.000058154302124,-84.99999255291557,200.93681766451977
33.00001525370489,-85.00002910308176,205.7160854734641
33.000049656256465,-85.00002855938217,197.15817122344563
33.00002220775875,-85.00000510891206,199.54858643818227
32.99999478232361,-85.00000162876361,204.74025750012632
33.000012185556976,-84.99998644068832,196.56802043969947
32.999962548330494,-84.9999693232339,206.0117955684011
33.000005041551475,-84.99997362412581,197.46257090188226
33.000027284608045,-84.99999414757018,199.60770918191815
32.99998235305497,-84.99999677808876,200.0310145632614
33.00001188114745,-85.00000920941112,198.66415997920558
33.00003347744981,-85.00007529448105,198.29006128818523
33.0000138000573,-84.999940095438,197.44835577039376
33.000000165584765,-85.00006005489861,199.78535531165878
32.999993520112604,-84.99995795117238,201.81849768261546
33.00002388478268,-84.99999785620243,194.48014888774713
33.00000954135662,-84.9999668295326,202.01399402354906
33.00000338502826,-84.99999950959987,204.18681600709786
33.000031430834945,-85.00003359665739,202.42793354864648
32.99999811621169,-85.00001011174659,194.4924645209886
33.00003219076573,-84.99996805892528,199.35170474797584
33.00003144010505,-85.00001630837487,197.68876384129445
33.00000045992047,-84.99996634742935,200.86580127880092
33.00003091492014,-84.99995457652236,198.95395489229648
33.00001396997979,-84.99998561867332,204.67278967526843
33.00005996695924,-85.0000113989157,196.3298510271303
33.00002455841135,-84.99998278613964,198.79887171325564
32.999962486926336,-84.99998203211858,197.68169635590425
32.99998432129117,-84.99996944449956,204.2531658718552
32.999984668171365,-85.00000081233888,199.91261284508468
33.00000596054452,-85.00002941481634,201.21411963260223
32.999970119858794,-85.0000092057625,198.55048597080656
33.00002328226995,-85.00003762047598,207.58155130826847
32.99998976908332,-84.99998911868707,199.93193923815895
32.99996077258471,-84.99995645462629,200.38107372273856
32.99994636814582,-84.99997965911251,203.85958906414209
32.99996209466232,-85.00003024342485,206.43882162570657
32.999996456895026,-84.99996562823866,199.95910539836936
33.0000181750334,-85.00000312904172,198.9993189727375
33.00003221568139,-84.99998986441088,200.06321863334267
32.999950987290106,-84.99999829864838,199.17518872707225
33.00001076738995,-85.00004222541327,200.97971086635556
33.0000072809499,-84.9999803135247,200.26788148990764
33.00004517266648,-85.00002100578835,196.28768030855503
32.999979188567316,-85.00003097657732,197.85793564439564
33.00004076695587,-85.00002104900888,203.25447607514442
33.00002059152174,-85.00003375606492,200.13242540133453
32.99999948635369,-85.00001952751192,200.37611057613964
32.99995900729641,-85.00003384146046,201.41543196818296
32.999979138146585,-84.9999564026495,198.71249478622732
32.99996225168015,-84.99994883339879,204.08753618482794
33.00003931320507,-84.9999238447077,199.1866632123397
33.00003018260017,-84.99995872820615,201.14090929865438
33.00001374833523,-84.99997095409695,205.16047269707713
33.00000800898987,-84.99998917976849,203.35019791660815
32.999964312506776,-85.00006135157139,205.5290814909894
32.99997266674412,-85.00001804553467,196.22527214463878
33.00007597640458,-84.99996945230953,195.27110735232463
33.00003921919638,-84.99996891193531,205.05040082896025
33.000015152767716,-84.9999752714856,200.29466753863016
33.00001307406761,-85.00002227313396,198.05484364925496
33.000011576773076,-85.00001273700671,202.8650851600206
33.000028313766975,-85.00000329583636,202.0545255991337
33.00002124016123,-85.00000208002243,203.450262287003
32.99996505346242,-84.99993226537575,195.85684838786418
32.99995131020793,-84.99996399249608,200.26287711417672
32.999964239366,-85.0000224514553,199.43108711209027
33.00002754790493,-84.99997391243538,201.8643786674332
33.00003162864635,-84.9999455992507,196.31419074341036
33.00000525090725,-84.99995544351599,196.47481976859115
33.00001387495375,-84.9999196062251,200.8559665048104
33.00005222963611,-85.0000172790455,201.80986805775015
33.00004499382422,-85.0000111561143,196.48680409542814
32.99997631499364,-85.00001217893451,197.65785464774183
32.9999974211511,-85.00006501415993,200.23284075283132
33.00005478204506,-85.00001269779312,199.6627955717903
33.000028668142235,-85.00001450326221,200.5435283875343
32.9999862500673,-85.00004488777002,198.34043902909826
32.99999980704279,-84.99999950710476,199.21226744444766
32.99999070844079,-85.00002240354839,194.85905667594804
32.999976990367486,-84.99997918178515,200.534569277622
33.00001684511686,-85.00002559473351,199.97260703864373
32.999961921966324,-85.00006460800722,203.0710660879485
32.99998910739673,-85.00001354282271,203.7644318133878
33.00002370005439,-85.00002172203186,200.6558411154659
33.00006865982875,-85.00002318913636,196.5324896400141
33.00001429826641,-84.99993679326155,199.22800467885196
32.99993011388631,-85.00003030150657,197.03590695490809
33.00000375694627,-84.99998068067661,203.90145912700277
32.99999295314587,-85.00001665385922,204.99488786654493
33.00000283278816,-85.0000052843309,206.21907789715152
32.99994163957139,-85.0000481939273,197.68295626782378
33.00001683319041,-85.0000528957501,200.6114258585182
32.99999539089337,-84.9999678214736,199.27364978709895
33.000010275647895,-84.9999915257877,200.6140314156132
33.00001766145672,-85.00003881582606,202.07465840444823
32.99998484518451,-84.99998348080126,205.33567264728472
33.00001192706682,-84.99999241434394,202.27148016701474
