Time [s],X [m],Y [m]
0.0,0.12217533507394773,0.0876154005330621
0.001,0.4800248765476979,-0.4839569648017506
0.002,-0.05221514893486598,0.7158538589787493
0.003,-0.1327413737949222,-0.9736662758962003
0.004,0.001035501355001939,0.06320648984050577
0.005,-0.0875911222290113,-0.22137042260780682
0.006,0.3929535019666987,-0.2921585064745162
0.007,-0.5429708384564407,0.3160832333256745
0.008,-0.1314912854448056,0.3601299257725447
0.009,-0.16159561119211285,0.3370805502702794
0.01,-0.6362558262723714,0.87090221713663
0.011,0.5821255390048209,-0.8157085443906581
0.012,-0.4596297388466291,1.0924705404704191
0.013,0.04892284678424751,0.5912875017647946
0.014,0.1086824521206787,-0.3124076152861185
0.015,-0.2614520978624723,0.8900302954699729
0.016,0.16605635543214373,-0.5965406712347094
0.017,0.019591056830608196,1.0331139817080737
0.018,0.1672583573659863,-0.10026059581214597
0.019,0.2526248402964444,-0.11558870907116339
0.02,-0.43300354828294646,0.5203427662261922
0.021,0.13155811508153806,0.30383028094782505
0.022,-0.439678684778878,-0.28035089307903704
0.023,0.36379065048255255,0.49318131704272206
0.024,0.014911255908678863,1.0179405270972484
0.025,-0.14916270625075098,-0.16590470430303184
0.026,0.4319303308219133,1.0568465740113329
0.027,0.759914571707423,-0.1582344719925887
0.028,-0.47770770072204843,0.06967034965484617
0.029,-0.5055378504534658,0.3795173648771361
0.03,-0.5063928693633752,0.4802961589339693
0.031,0.502564854143492,0.478062162348356
0.032,0.22958534918565296,-0.06400816086468564
0.033,0.1288000807894933,0.12067790319895516
0.034,-0.0848394732454011,-0.9434353444607099
0.035,0.3642750570302666,0.4210569622332456
0.036,0.3902378945602501,0.345729455750689
0.037,0.36097332961389916,0.3493617225820894
0.038,0.012056760547070715,0.4958412249466148
0.039,-0.02172733077037307,0.01473683601240252
0.04,0.32151116580823735,-0.04739842759508177
0.041,0.092168669761691,0.6937498671320159
0.042,0.0694957692637441,0.8031575716325641
0.043,-0.5248144567876879,-0.31802365004995653
0.044,0.2991697906980338,-0.2789773895388902
0.045,-0.04223035804376778,-0.08138964818419182
0.046,-0.6670034109325393,-0.29661150105898154
0.047,0.5968615491687693,-0.02260861943147399
0.048,-0.13704659438130903,0.7842583116088255
0.049,0.49131417746802564,-0.15412333757913532
0.05,0.16377975563060734,0.07753963996777283
0.051,0.03565398999663499,-0.17406002432829543
0.052,-0.405148417194386,0.34554592802056033
0.053,-0.22749480290867177,0.3343097236226139
0.054,0.5133366638654554,0.08523277392005323
0.055,0.15591082282277685,0.22951574569767227
0.056,-0.28560545205153076,-0.020754869024598548
0.057,0.5893879081035323,0.11548204005266469
0.058,0.2678242709569553,-0.9085434791007431
0.059,-0.7237929618109442,0.17760743246013486
0.06,-0.07713625626448274,-0.004251402316914451
0.061,-0.20250981383109956,-0.12729612225151934
0.062,0.01366620599351959,-0.1965155447961622
0.063,-0.21139986117073975,-0.17593345026143828
0.064,0.5943060673145466,-0.5782924869648679
0.065,-0.432201251953988,0.9980291524206075
0.066,0.6497864187623138,0.4027106562283707
0.067,-0.41706664237579105,-0.25760614156133416
0.068,-0.0020761142239989656,-0.27616044825468117
0.069,-0.05623361425236886,0.5784542503176651
0.07,0.4953222342617358,0.17105717101137782
0.071,-0.19757302567976323,-0.3142640057180593
0.072,-0.03208070933964302,0.39114921342081216
0.073,-0.14047431673415406,0.3238861560632714
0.074,0.060303040797944574,0.6081008790528867
0.075,0.10735971013906495,0.20286490175529262
0.076,-0.02253310474581093,-0.009821670509104007
0.077,-0.31981346072574635,-0.5534952570019324
0.078,-0.16224946009893623,0.34782180354528414
0.079,0.6107466832404899,0.491933019351267
0.08,0.23045109626700253,0.20669153262192652
0.081,0.7758144597274635,0.1821215263208276
0.082,0.42917007496541837,0.34068332167425386
0.083,0.2347409159332808,0.3165128409713273
0.084,0.4887312695258652,0.25124880817972667
0.085,0.34970168925117306,0.20588304445156275
0.086,-0.11785428843768261,-0.5451895626870414
0.087,-0.639201691182705,-0.3800580815738132
0.088,-0.26919092483146323,0.4901160809190743
0.089,0.3514080195083188,0.13608988798776595
0.09,0.7514290474136722,-0.2481402417263201
0.091,0.6379679461191066,0.30430577961891225
0.092,0.7008893277620062,0.35423349748373834
0.093,-0.5135476151882185,0.04127915857400864
0.094,0.04020579376386235,0.5835823374810115
0.095,0.04980018957285307,-0.4735106317237293
0.096,0.1880867823874242,0.5020306803883305
0.097,0.1853508852657645,-0.7209158196919708
0.098,0.31682971676842625,0.270519689136521
0.099,0.6728262022495026,1.1979204555619576
0.1,-0.24929652859206952,-0.1164354234509872
0.101,0.48401347024335856,0.05099234773814661
0.102,-0.24159237637764544,-0.9697363616175528
0.103,-0.13314938491261094,-0.257583948081472
0.104,0.4097305054898845,0.15977708312878192
0.105,0.34809920238214104,-0.3459576532362296
0.106,-1.0095961737217067,-0.04364149260688274
0.107,0.5391042034781419,-0.05925120741140057
0.108,-0.2738691488285445,-0.2613266821770104
0.109,0.8966692051628885,0.19933134800257987
