time,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z
0,0.0007846250003852806,0.0008162735451996623,-0.0007761524726487238,5.1162622281945823e-05,-7.2378025377162745e-06,-9.809887787161633,-1.3273212097291675e-07,9.899210283552611e-08,8.889081016737623e-07
0.001,-0.0003248543896720102,0.0017338310087820158,0.0018798992006724936,0.00010867227101931565,6.481728417171703e-05,-9.809914759313456,7.160428173453271e-07,-6.050608558883727e-08,-6.988158564874762e-08
0.002,0.0015526088223482143,-0.0007229244658633647,-1.946801900071426e-05,0.00010165422621822747,-5.7715826234853896e-05,-9.809854193039882,-8.355186977747649e-07,1.0663984243048563e-06,-3.4449928495664816e-07
0.003,-0.000945263575881412,0.001679134049744716,0.00024845068109212144,-3.488574242597911e-05,-0.00011832212147116133,-9.809986343292701,5.225226342475124e-07,-5.010304204101121e-07,5.852375683693474e-08
0.004,-0.002638362123291479,-0.0006940139681155246,-0.0015234896603185046,-2.070005587547224e-05,-7.613161844371157e-05,-9.81005689460343,2.6576866486014522e-08,2.3400916965278322e-07,1.7056322658822813e-07
0.005,-0.000528613768852006,-0.0005202352524074045,0.0006207245558223041,-0.0001144119705709203,-0.0001141890829345023,-9.809946613929318,5.865526570816196e-07,4.255527398493846e-07,-8.735275557613506e-07
0.006,-0.001065355166858271,0.0007638851328502963,0.0011258167339166754,1.3123656144066624e-05,0.00011968761186206607,-9.809949401735455,1.1917264949174662e-07,3.416607562270435e-07,-4.122165532426896e-07
0.007,0.0019363749115927015,0.0009391023404094734,-0.0014262479641503046,-1.799045383405449e-05,1.577254309601195e-05,-9.81011428765963,9.249313705791216e-08,-3.8136128450847337e-07,4.515171664462329e-09
0.008,0.0004844650481964825,0.00018670979796547816,-0.0006069732625115336,2.131386571268878e-05,6.863731134143057e-05,-9.810153515514262,1.1442833610109121e-07,4.2152598726506064e-07,9.945024716414713e-07
0.009000000000000001,7.05394717611197e-05,0.0007439608789329959,-0.00046403847901228476,0.00016542064035059327,7.518664659026039e-05,-9.809986093160852,-6.592846398102336e-07,4.728329532959887e-08,-1.594257113916774e-07
0.010000000000000002,-0.0008522803928535367,-0.0013818670646522538,-0.0015715431224420991,-7.15215943227712e-05,0.00017851775099143194,-9.809973618441955,6.831767759178599e-07,-1.760835050314261e-07,-2.8046534277629973e-07
0.011000000000000003,0.0012400440547079518,-0.0011620229135236389,-0.001042166662695513,-4.8507592020502115e-05,2.4778348100544635e-06,-9.810026479500316,-1.0850798945533902e-06,-4.769872287809963e-07,3.147034961124217e-07
0.012000000000000004,-0.000910043206038951,-0.001664589070342383,0.0028526561501282443,-9.828514060554156e-05,-0.00017645463754706138,-9.81007722654018,-5.747968663693679e-07,-5.377482761692791e-07,-1.2813320675432015e-06
0.013000000000000005,0.00027777941313850314,0.0007658201433613842,-0.0028355448732644583,1.343486952003501e-05,-8.716602693676522e-06,-9.809873945523956,-3.134452576743584e-07,7.851016255326398e-09,-2.882022678619212e-07
0.014000000000000005,-0.0012175286147865284,0.000929154636497667,-0.0011352360397394491,1.258155146556162e-05,9.36367977612263e-05,-9.809904287429454,3.603248445997457e-07,6.984760088612499e-07,-3.9027831657819623e-07
0.015000000000000006,-0.0007356437639174328,-0.0012982182751417565,-0.0007121665426421716,-8.190066313073869e-05,-9.744882585852916e-07,-9.809932308793336,-5.376084802261688e-07,2.589541028234415e-07,5.479722171737987e-07
