0,[0, 0, 0],[0, 0, 0],[0, 0, 0]
0.001,[0.0002350522178407812, -0.006454384671436532, -0.0035614314251123454],[0.00011674088892540251, -3.999221721661634e-05, -0.00010648539142291498],[-5.586563058523297e-06, -1.1775557292724005e-06, -6.4565297617895615e-06]
0.002,[0.00456068161689188, -0.0018152731395002619, 0.0026033562061072864],[-0.00021735015470149976, -0.00011793791832039929, 0.0001774821696523336],[-8.677890919969193e-07, 3.1420659708271234e-06, 4.381456093248726e-06]
0.003,[-0.01869765379771379, -0.006016359476473632, 0.004936688683719913],[-9.471911452401358e-06, 9.309674254111573e-05, 2.6419196029151166e-05],[-4.301387130151218e-06, -9.21695236329507e-06, 7.913686098326134e-07]
0.004,[-0.009722585746879618, -0.005234616965154989, 0.00765566182617478],[5.195290868919229e-05, -2.5397155821661744e-05, 3.269215294229308e-05],[7.261935054631965e-06, 6.1256164638478355e-06, -4.903108444380684e-06]
0.005,[-0.023846977155758182, -0.010667609640405345, 0.005945133398336788],[0.00018538754454549089, 1.83028829585064e-05, -0.00024803768926212936],[5.306947987294123e-06, 7.69334086072081e-06, -5.403279962122045e-06]
0.006,[0.012652142860786595, 0.00047888408113948213, -0.009428892679225483],[-0.00011988645567450725, -0.000190818113649105, -0.0001677506643670128],[-3.974217572381027e-06, -6.050392287193999e-06, -2.359911166770455e-06]
0.007,[0.004100832450187215, 0.0025596578943233965, -0.014829643592838827],[-0.00011790675088236893, -6.22458415500668e-05, -7.608729426711934e-05],[1.0577196616263018e-06, 1.849116669459139e-06, 7.388041428573996e-06]
0.008,[-0.0009706870768153099, 0.016034417698175592, 0.013951329809603837],[8.045046566838032e-05, -0.00016509712804200645, 2.479338270821254e-05],[7.291633426531281e-06, -8.219781223830366e-06, -8.139718519961842e-06]
0.009000000000000001,[-0.006296625626744355, 0.006001982961126814, 0.001507859292895361],[-9.883516211389788e-05, -0.00011105807694438044, -0.00010794356262652261],[-1.5660521163825223e-06, -5.4571198081849154e-06, -5.961721694517532e-07]
0.010000000000000002,[0.016391631227996712, 0.00688622523047408, -0.007050947157738386],[1.3595823962111123e-06, -1.0550535397493945e-05, 7.672239987271521e-05],[-1.2111664493666379e-06, 5.791851522682206e-06, 5.648737669638726e-06]
0.011000000000000003,[-0.005055565967166925, -0.00045994720757170884, 0.015048644965214244],[0.0002018288514190144, 2.5101507768913097e-05, 0.0001142253279193553],[-1.8939075790291367e-06, 2.61348811950393e-06, -6.394305621496642e-06]
0.012000000000000004,[-0.011217572092473257, -0.012457235029279748, 0.002751715021391455],[0.0001399503895263556, -9.246479455798866e-05, 3.4890066258898625e-06],[-2.581222731563754e-08, -4.190929299780342e-06, -4.408010930545293e-06]
0.013000000000000005,[0.005147148507473635, -0.005278028600896623, 0.009531550259371515],[5.632037162013293e-05, -9.02871844014056e-05, 8.954545948546202e-05],[-2.911858594647934e-06, -3.2621252662774592e-06, -5.113419187476175e-06]
0.014000000000000005,[-0.0036272308582590857, -0.000666871172174225, -0.013996668969214573],[5.727358073459066e-05, -1.959583847165156e-05, 0.00012031362673893649],[3.5586820188918026e-06, -3.5710121950162703e-06, 1.0506860081237678e-05]
0.015000000000000006,[-0.0004597123291142195, 0.007073894875514977, 0.0005948272711222865],[-4.034768826928592e-05, -8.748582380145081e-05, -3.3366096017631284e-05],[-2.2636019359298526e-06, -3.606220919314503e-06, 4.0518204483565555e-06]
0.016000000000000007,[-0.003092079683468231, 0.00731702387939059, -0.009986569337640439],[0.00026688603216230036, -3.467143894886616e-05, -7.369123367941883e-05],[4.584952103135105e-06, 3.4338006835963477e-06, 4.155870749964671e-06]
0.017000000000000008,[-0.004597555663043829, -0.01928381620665192, -0.01389350309548586],[-3.3770926894030086e-05, 2.8184441335418216e-05, 3.792862327577422e-05],[-1.089512251850849e-05, -4.352606808371503e-06, -6.0130402043476134e-06]
0.01800000000000001,[-0.009983627972010245, -0.003982379483189218, 0.0030685380343351792],[8.336191208657589e-05, -7.895045933877849e-05, -0.00016042663388118989],[1.2026792452084912e-06, -1.0547538990630466e-05, 4.746645838842925e-06]
0.01900000000000001,[-0.008412845117140626, 0.0026336951926752444, -0.018968832660559057],[8.178791787697932e-05, 0.00014299023937721983, -8.929213196278448e-05],[-2.008868929217284e-06, 1.1745204412878718e-06, 1.245254889863655e-06]
0.02000000000000001,[-0.004838964273860751, 0.005190019757988433, 0.014447654892121263],[8.071160441996721e-05, -1.89747292189361e-05, -2.5855158293923758e-05],[4.189601751334605e-06, -1.1880248634123e-06, -1.0847075093950006e-05]
0.02100000000000001,[-0.009944507242737695, -0.00035735413001019987, -0.014270467364234199],[-1.7798309191070792e-05, 0.00011139853205075681, -3.0411606628549992e-05],[-5.552342295129252e-07, -1.5397496014999136e-06, 8.380960475552115e-06]
0.022000000000000013,[0.0131293775559118, -0.01591828335140781, -0.014613210461398431],[-0.00011165062918089435, -0.00014952156345821003, 1.9900415811298238e-05],[7.052396513212371e-06, 4.322547918975169e-06, 2.118520685470439e-06]
0.023000000000000013,[-0.0003072008725361278, 0.008764484052196446, -0.00874316222176199],[-0.0001777535352302396, 0.0001117293595856867, -0.00022598630759011355],[3.0914574828094536e-06, 9.645168448043863e-07, 1.7197834190427653e-06]
0.024000000000000014,[0.0015373805334780509, 0.003208747131525187, 0.0032719482950503117],[-9.794796938376776e-05, -3.214014230890587e-05, 6.546668037114461e-05],[1.239530280711683e-06, -2.26080049958126e-06, 8.338392117640562e-07]
0.025000000000000015,[0.0014985886388004487, -0.00239100481544433, -0.0050761222978942516],[0.00015118019998489873, -0.0001454590166861508, -7.786911906509445e-05],[-2.2985163552614607e-06, 2.6891971755799936e-06, -6.415926313582317e-06]
0.026000000000000016,[-0.002060510512483714, 0.005928438879146676, 0.001192749818922462],[0.0002562536962476622, 2.542721442751682e-05, 9.392432471983062e-05],[1.2431793450546699e-05, -5.516187365589591e-06, -4.1190849565642214e-07]
0.027000000000000017,[0.007973777000707184, 0.013073134438750059, -0.013796657974572215],[0.00015745951173233181, 2.1307258277742287e-06, 0.0002111336709054622],[-2.1222202626273315e-06, -5.158123895779536e-07, -1.4722811718870065e-05]
0.028000000000000018,[-0.018742649658796035, 0.005354432651439885, -0.022901003679734112],[-0.00015295036923634308, -0.00013617251130633223, 4.375177994238783e-05],[-3.6142635334021166e-06, 2.382905033911249e-06, 4.484540495295484e-07]
0.02900000000000002,[-0.007917029547062174, 0.004484294558272551, -0.0022820182878315522],[6.261121803254929e-05, -0.00016002465991641178, 0.00010267582834621558],[-4.7877153547069374e-06, 5.152871235860799e-06, 1.512549966032902e-06]
0.03000000000000002,[-0.006565144365354815, 0.0021773862793713233, 0.00420957326532752],[0.00017182311666967242, -5.446010137351933e-06, 0.00014447507238763538],[1.97154999099485e-06, 3.6020634940307402e-06, 9.291323060342776e-07]
