time,x ang vel,y ang vel,z ang vel,x accel,y accel,z accel
0.0,-0.006320263323882012,0.20763952675819222,-0.004853554690044296,-0.013071632028987543,0.039177423232800455,9.819153480710447
0.001,0.002352798079432128,0.1994965164176424,0.0015189659236306194,-0.016241160541754493,-0.0047068084394766615,9.779446567213336
0.002,-0.008629812141976839,0.20792547684507773,0.0006714829656380533,0.005222481907169389,-0.01572139435861963,9.785783419360941
0.003,-0.005534277333209374,0.2078911277457897,0.0005374897139651565,0.00405293112672529,-0.034214921840503405,9.812569682745732
0.004,-0.003820239133396404,0.19612405745316924,0.006919235827296243,0.014926527457442535,-0.020907379077107675,9.792659870716859
0.005,0.0038019254247814312,0.19857177243064358,0.002691837382819776,0.009452251279292364,-0.010929002888641001,9.797050807797714
0.006,-0.010419483160527813,0.20468890855047908,-2.8889980939958796e-05,-0.02062292495122067,-0.03126442163531427,9.793743779745643
0.007,-0.002337394835575824,0.1978849235047935,0.005322410465810068,0.01172074166326442,-0.035592405205798816,9.80510269477784
0.008,-0.014516837983052769,0.20808445187477045,0.007127549429049754,0.0018861735325128126,-0.03780290687112565,9.808588305903688
0.009,-0.003323775593864749,0.20492508929816491,-0.008502326325412177,-0.01614240368931348,0.020033568748279967,9.796027927615627
0.01,-0.005500719035448539,0.19342177954592774,0.004052504551059795,0.0032551101444722344,0.013932466285054892,9.775877815770171
0.011,-0.005223891869993608,0.19655385313343243,-0.00426378432291654,0.02400022656644507,-0.00929787042072212,9.787331754506026
0.012,0.00556736053785822,0.1903941514112008,-0.0035070120912467553,-0.0019638008355462398,-0.008767238949673113,9.86298057252677
0.013,0.004245439248104704,0.20525349894116185,-0.0026843722781799985,-0.005649308119518186,0.0053320986022151904,9.79719932345981
0.014,-0.00014596358895422988,0.206970279924627,-0.0019893372088720497,0.0028313478595718903,-0.007761708696465811,9.824562617587807
0.015,0.005095636924273859,0.20949440650022833,-0.0017742482184566445,-0.001107172502930713,0.0004645042534656512,9.793524414402023
0.016,-0.0019350823530601949,0.1903634730726434,0.002753782962220005,-0.02605748622667377,-0.018131910813490804,9.836563926272818
0.017,0.00477177906471446,0.20391388251931378,-0.00896618950974402,-0.015420573285066784,0.014419995106312792,9.8112548820812
0.018,0.006209277481918899,0.20853873438134915,0.00161576698188088,-0.03400591334993163,0.006462535306050949,9.791296429215041
0.019,-0.004959171970879671,0.1941835881376934,-0.00010667549626274366,-0.02603138421623555,-0.01017601668763817,9.81041623615397
0.02,-0.00790997646020952,0.19378442907519594,-0.0020508451187371017,-0.013098559144402224,-0.06175914112230103,9.80012498496387
0.021,-0.005275376689871099,0.19471343928694243,-0.006420586079616094,0.04326822207198235,-0.017523038259939627,9.776091673343851
0.022,0.0045656302025841875,0.19306127329599956,0.00015013881731143158,0.029392722473567338,0.012770112055187447,9.841141446567992
0.023,-0.0022500388090577277,0.20102816567717868,-0.00230013089533636,0.00665759233643853,0.007684658902218864,9.807671067561728
0.024,-0.0008670649561717066,0.19891672577810807,-0.0012996741760344466,0.010374988384988652,-0.030127359712476137,9.844542156929759
0.025,0.0028314671548369513,0.20495261235644927,-0.0029738165093360154,-0.019101841816037527,0.015005531288390848,9.765320187692364
0.026,0.0017173148920531943,0.1870533873471671,-8.251159374208064e-05,-0.001958164851974971,-0.025026429477317064,9.836245161719864
0.027,-0.00033045346416995576,0.1993581714790515,-0.004477886436547462,-0.012835337239365844,0.03380064964970728,9.806300242186643
0.028,0.002875488564224954,0.19750776647393525,-0.005776500461355141,-0.00010945005401304218,-0.002093458980366073,9.835104423862617
0.029,0.0045041934399752594,0.20439480653299363,-0.007474680062956767,0.003426514120096065,-0.020061963583086633,9.801495962750577
0.03,-0.0015124685384023861,0.1946810113565469,0.008523619262454025,0.01843550882634974,-0.017606273817783784,9.835567912613872
0.031,0.004387130975166802,0.20501280144962117,-0.005218822690711309,0.0167414178624749,0.008746757279112735,9.81144289293245
0.032,0.006340138911488392,0.19858988874300643,0.0016584019557363853,0.006439502254093165,-0.035608265645103464,9.810574076222872
0.033,0.002185307070341393,0.2022751445460993,-0.0018997430347544666,0.00776649623408809,-0.006136071704323565,9.814362847493086
0.034,0.003929637810169393,0.19870733580614203,0.004660739822428586,-0.0205914430920149,0.00819341930172066,9.763623484153413
0.035,-0.006953874816412499,0.19670723575603305,0.003518147200278014,0.03046997882989157,0.0023191462465000975,9.80503096371499
0.036,-0.004808706517691605,0.20477358645914132,0.005106505720616783,0.0022842463597637216,-0.0082062870087852,9.782034572267792
0.037,0.0036936647175762516,0.19795161087197108,0.0028869036432559478,0.015968443784414695,-0.009876879149323023,9.80903991930485
0.038,0.0020828998822530927,0.20260725863236223,-0.007368282422569966,0.016338859266086157,0.03617975486562862,9.810602256690652
0.039,-0.0029859824455720193,0.21510247976286817,-0.00163053582996654,0.010799752762773847,0.007683030646772806,9.819211767182958
0.04,-0.002860155774203539,0.19592511418806163,0.002998221418251589,0.003711231478930835,-0.01073874994127722,9.844490550426217
0.041,-0.0018631657570831028,0.20218848690379082,0.0025705398781761587,0.03788726622209139,-0.03034461990963342,9.801295405145472
0.042,0.0037909678461666837,0.20202243931900007,-0.00942092777548096,0.03606133935799261,-0.008048872348754435,9.792316996656377
0.043,0.00182216598897543,0.20192380328223156,0.004065186518480542,-0.016205132948113488,-0.04176408564621228,9.827407973606626
0.044,0.002900618923708298,0.1969705418307802,0.0011464353955824133,-0.010280213260319805,0.021280141457674377,9.822943806510859
0.045,-0.006840795653182686,0.20887374263954148,0.002026453014985029,0.00033949470792914356,-0.006516354606918854,9.794134108549235
0.046,0.0007904487262432719,0.20077319275727867,-0.0027303949361422992,0.014131762955065677,0.04186571013910214,9.806346394452094
0.047,-0.004249495955624548,0.20236615709059744,0.0019005785085133289,0.008337926397771003,-0.014203615457440455,9.841264324291789
0.048,-0.004769482641328302,0.1944414303955494,-0.0021165351897390987,-0.020050288550880004,0.03310402549331243,9.799853423281801
0.049,-0.0008604653092259073,0.2075846503490564,0.0061920607892427286,0.004799985970075503,-0.031190166522195143,9.77980855337563
0.05,-0.0019437325189452083,0.19947810855367235,0.0011425439680720847,0.002617055790847997,0.013186716023450807,9.831420802931353
0.051,0.00966701252639345,0.1953773729883279,0.0018334281173901946,-0.00925350260930755,-0.0032800651744456,9.782867403682884
0.052,0.0029747712733673,0.21037206309496564,-0.000321573872072337,-0.014284448800234564,-0.027614632222703012,9.789695977648357
0.053,0.0025152152718961097,0.19680519951128697,0.001990279221329502,0.01318373370761219,-0.015810369635828634,9.81211518007475
0.054,-0.002483400203119863,0.19904817075742803,-0.00393037272577528,-0.012084532779761863,0.01541186587822649,9.812039560205049
0.055,-0.0012162193629970531,0.21091641521234605,-0.007042686648930749,-0.0033620496850686916,-0.04967269861306125,9.830140763640811
0.056,-0.0020196315459361917,0.20514997668581986,-0.00422459414525517,0.003800549876372112,0.033127233181075855,9.79237723287487
0.057,-0.0073819567791771415,0.20029420225377145,0.00996612628009839,-0.0018087479591955011,-0.015230910065168187,9.847860892873207
0.058,0.002176169405035593,0.20292790704849747,-0.0033325865418360103,0.004109027245038606,-0.021980238332323838,9.774949130012025
0.059,2.713111068902531e-05,0.19139672551399556,0.008351189836231976,0.01016866072063819,-0.047716998531608754,9.821632637290644
0.06,-0.0010256886310991485,0.19977199667094164,-0.0031163767227275047,-0.04192511497782579,0.0070393833178687675,9.828258067069637
0.061,0.0018412276958063043,0.2105149646061491,-0.0027025827613705563,-0.021381094752485983,0.020672687735512882,9.78614433521696
0.062,0.01092670434053927,0.19622369132545894,-0.006968336845718363,0.035040117784889045,-0.007613516921614887,9.802944692299915
0.063,0.0003993813294558017,0.19607510140770681,0.009845126659760712,0.007762051330951437,0.026445446965218597,9.828149545677766
0.064,-0.004518914291298655,0.19843998833352838,-0.006189023244580594,0.015595457243638056,0.027846030877789286,9.822021874607119
0.065,-0.008054403651344888,0.20754366690934206,0.0037170471570368083,-0.010394804589300477,-0.03274863918071293,9.81297742628479
0.066,-0.003488343770171254,0.20181927284938456,0.005354396847013677,-0.016030021397889043,-0.020683573710763268,9.791097114923335
0.067,0.002363831473518194,0.19634206397833762,0.002596185728941485,-0.021088797607898908,-0.0038233742623693307,9.826258064623293
0.068,0.0025200675764978013,0.19002644916646474,0.0013121208397210901,0.053468790894514014,0.04618696672799542,9.772663143489007
0.069,-0.0030721632554816794,0.2020606967826139,-0.004106458573655177,0.00925796854734939,0.0075406736332949646,9.812008086437995
0.07,-0.0024534233350358083,0.20056530912396336,0.0014471605365029164,0.006094251023985344,-0.012873748199973944,9.832418924478334
0.071,-0.00013526714004211712,0.20417402654016892,-0.004296909524675623,0.012003596110365767,-0.030820770236088944,9.801619144337964
0.072,-0.005354290347720614,0.20627340365346478,0.002143556090097596,-0.012477183153013952,-0.0021657966001127015,9.825076175750617
0.073,-0.0019757927857984347,0.19485295518498225,0.0022549150433343284,0.022470812338656172,0.01844408019616759,9.776892926992646
0.074,0.0013511053326526624,0.2025239824417146,-0.004889127695053711,-0.006049997391234891,0.01619343499463092,9.820430375709156
0.075,6.380802292727931e-05,0.19992462623556057,-0.0019615510837117313,0.0071823486714605676,0.023260585931176758,9.806595163292549
0.076,-0.004783903350155417,0.19724979283813526,-0.008783292738845795,-0.02397919250840808,0.0033791973743913335,9.795828315541014
0.077,-1.4848065100111695e-05,0.198545022221189,-0.0018034853872565518,-0.0187975272713446,0.0033937857522395726,9.825098047382058
0.078,-0.006325724749743959,0.2008176779368598,0.004433612330891467,0.018123227023178933,0.03549763185061939,9.802382157246104
0.079,-0.004891707978783118,0.20235002100435598,-0.004671312915381074,0.025179042543964462,-0.004065241716583186,9.81872392525178
0.08,0.001241671231670383,0.1929805394903588,0.0009170305729919114,-0.003093823432952735,-0.028322197325179783,9.80627290429102
0.081,0.0020682062675790695,0.20763989684038642,-0.0006126064497596811,0.0018354274749467123,0.0017551523943026232,9.80675277216024
0.082,-0.005795055473962445,0.2004452439645558,-0.0010324277921340088,0.010092835177639585,-0.012476924071197762,9.808027362112592
0.083,0.0003573124166611658,0.20585540630006405,-0.009679747785252693,-0.019446065817195504,-0.0223483941640492,9.807864570846652
0.084,0.006309699220796133,0.199330776209842,-0.004886573218035853,0.010123811222476915,0.022482512496875065,9.816432812246683
0.085,-0.006691604877957803,0.1976421338566014,0.006527879331205472,-0.013662640092962017,-0.020110525035549442,9.81081876374918
0.086,0.004289874603025566,0.19685464915638248,0.0020378051367712117,-0.01716825361180216,0.025868345567432362,9.835587264099171
0.087,0.014225614208613091,0.19688003088493392,0.0017785808895551742,-0.009164179624889532,0.0035432944560616453,9.845364074081875
0.088,0.0007267664834998405,0.2041449128955055,0.006540071168658629,-0.025567480591891005,-0.021169534327183655,9.798993667559065
0.089,-0.0045844612824505636,0.20357706802031078,0.008968874385237198,-0.0013410166628704799,-0.00407837863347912,9.78797236580334
0.09,0.002800520471851224,0.20316839556378094,0.0012067677921698018,0.004600761134526306,0.019898646496119825,9.786285693274262
0.091,-0.003063003601683217,0.2044776173795056,-0.006289084513395814,0.017650840603561726,-0.027825238576380702,9.798447165006415
0.092,-0.005660386225012709,0.19699775276933632,-0.004051766773366722,0.001265735349920838,0.007918961465200236,9.787361303208845
0.093,-0.0036806427717405283,0.19483271556708814,1.6728527282507365e-06,-0.023615379854245246,0.005644136109418266,9.81693314228674
0.094,0.004389524459147988,0.19714453170207777,0.002634644650456484,-0.010720748177238804,-0.021341859133963706,9.824815767024914
0.095,0.003531242871784791,0.19815685683455783,-0.0007216708686717383,-0.00758277101027956,-0.021953977086951747,9.81268278096822
0.096,0.0006381845925858544,0.2091267367992996,-0.005567454004713581,-0.03131560778187595,-0.010783306397254758,9.83285981301082
0.097,0.01087125901154087,0.19867235901978883,0.000638558795621674,0.005425271675625108,-0.027398922603466942,9.828936515312167
