time,z
0.0,-0.006663471809382644
0.001,-0.011430937903223396
0.002,-0.005615050939390849
0.003,-0.006594627183181267
0.004,-0.001810357021051168
0.005,0.010926336590506836
0.006,0.025137353706923153
0.007,0.00011612070751790346
0.008,-0.012292625767426598
0.009,-0.022324267506227777
0.01,-0.0024401726534666324
0.011,-0.003083412074498829
0.012,0.0021583336075728945
0.013,-0.0009588003538998192
0.014,0.007167977364712192
0.015,-0.015233696062607632
0.016,0.013400464981321256
0.017,-0.011784759498532763
0.018,-0.0017177067682543118
0.019,-0.005806902388776861
0.02,-0.01610553764507288
0.021,-0.007690683112271391
0.022,-0.0019405096145471163
0.023,-0.010241043104482855
0.024,0.009249976262147278
0.025,0.010026536583374582
0.026,0.009678856078661898
0.027,3.6186034357422684e-05
0.028,0.0016541615842063514
0.029,0.0028117449213301343
0.03,-0.01757778305626244
0.031,0.014976278379817552
0.032,0.011056754265267033
0.033,0.00098448552490632
0.034,0.001574749299011494
0.035,-0.0148809569637524
0.036,-0.004694114936001199
0.037,-0.003030341348481114
0.038,-0.0006771658983367426
0.039,0.012574271782471292
0.04,0.007336205746035754
0.041,-0.0008457843065821005
0.042,-0.0030799978833725193
0.043,0.014255647334604014
0.044,-0.00023316107300667738
0.045,0.004393523649527531
0.046,0.010402253266183843
0.047,-0.005025998516236062
0.048,-0.0013536487091493738
0.049,0.00328552993192276
0.05,-0.019153010964000978
0.051,0.018659656689380494
0.052,0.0026415472325906266
0.053,-0.0008991492314563809
0.054,-0.008006106941787532
0.055,-0.0002951810544898167
0.056,0.010098121992089681
0.057,0.007835309229913358
0.058,0.004309946437374182
0.059,0.0064125784032091
0.06,-0.01541610615064376
0.061,0.0016479472307760702
0.062,0.0006001359894957287
0.063,0.0029487966203504547
0.064,0.01212432870019371
0.065,-0.005472434183641647
0.066,-0.0013067654139949756
0.067,0.014636750838148742
0.068,-0.005917468559382939
0.069,0.0021752738848517944
0.07,0.005971328619852196
0.071,-0.018047736831599107
0.072,0.01860095687028152
0.073,-0.01902263274128422
0.074,-0.005558565445491956
0.075,0.00797713041693502
0.076,-0.014391585133398567
0.077,-0.014249193407033362
0.078,-0.01003659626806891
0.079,-0.0004143704998122444
0.08,-0.004098008444363398
0.081,0.0010003497591688504
0.082,0.003387941941301514
0.083,-0.011031022181282088
0.084,0.0011532670746844495
0.085,0.014142840921693876
0.086,0.014562237185490714
0.087,-0.0005681301167648073
0.088,0.002851580279184414
0.089,0.006992983041699585
0.09,-0.003405400293439962
0.091,0.018040660473620466
0.092,-0.009269835924466119
0.093,0.0011006045357105899
0.094,0.02442426900098856
0.095,0.019446144952606947
0.096,-0.0072241291409881475
0.097,0.013099681530139387
0.098,-0.011708152249522525
0.099,-0.0010722705107868071
0.1,0.0007422921222067609
0.101,0.013343073459125599
0.102,-0.0031462393751317272
0.103,0.01682894054722547
0.104,0.002258136509900938
0.105,-0.009577845733343119
0.106,-0.0007847793164018333
0.107,-0.0011928476681645843
0.108,-0.004060593156311625
0.109,-0.0030203713033962656
0.11,0.023657978780664536
0.111,0.00963872260847797
0.112,0.01605230382788866
0.113,-0.003911831402797391
0.114,0.011245947101809007
0.115,-0.00012317885093300921
0.116,0.006304300729884264
0.117,0.012101447647022787
0.118,0.0020561305804738536
0.119,0.0033579057201091516
0.12,0.01892372229388827
0.121,0.003680613430176056
0.122,0.00815779312710501
0.123,-0.00027077636431567043
0.124,0.003118153694702542
0.125,0.0041639403064817546
0.126,-0.0017023308231304919
0.127,-0.002990521711250877
0.128,-0.009597948240220104
0.129,0.003292896204112024
0.13,0.017268960176365422
0.131,-9.77551854863118e-07
0.132,0.0060475821085562926
0.133,0.00404861298896445
0.134,-0.001359662173322724
0.135,0.01652094163038575
0.136,0.0033629248069417693
0.137,-0.0034687572593203875
0.138,-0.0035995530365292286
0.139,0.02070197163670363
0.14,0.0071263214759614965
0.141,0.007108518716361517
0.142,-0.0015078351228266684
0.143,0.01132617549465967
0.144,0.0003114577967913289
0.145,0.010082264287597212
0.146,0.018427481391872187
0.147,0.0161863239437377
0.148,-0.0034396817164143254
0.149,0.00272395884403872
0.15,0.01719896606487657
0.151,0.011093696002514251
0.152,0.00837011394807792
0.153,-0.0025101058756530755
0.154,0.0029952706939182124
0.155,-0.008302239005367256
0.156,0.007150532495356334
0.157,0.008134761014414717
0.158,0.004832183426526174
0.159,-0.0025877420587574187
0.16,-0.0046102270189886585
0.161,-0.019561082430765965
0.162,0.011398393942086053
0.163,-0.006192433254824053
0.164,-0.0031522146910002106
0.165,0.012072424433667135
0.166,-0.003182755475376926
0.167,0.00637696370359241
0.168,0.0053288430280673815
0.169,0.012399746300194546
0.17,-0.009927246874154513
0.171,0.020112266728301548
0.172,-0.010239201937904278
0.173,0.005584924545545088
0.174,0.012847457920280305
0.175,0.006511257057362238
0.176,-0.00516108460994413
0.177,0.003580632133781376
0.178,0.007161996393312722
0.179,-0.0004171543520685274
0.18,0.016534600188560733
0.181,-0.011263182845562856
0.182,-0.005460464740745876
0.183,0.020501434993026865
0.184,0.014886102997467962
0.185,-0.0016120169836820889
0.186,0.013065806729249634
0.187,-0.005611666665691455
0.188,0.018368892244793544
0.189,-0.003278108143624168
0.19,0.007275897227220189
0.191,0.002749935088503551
0.192,0.009941968669138733
0.193,0.005325033784224792
0.194,-0.009610720576939553
0.195,0.0056484114230171065
0.196,0.004062867784948373
0.197,0.0037756981490260576
0.198,0.02602076771034573
0.199,0.005584982585762104
0.2,0.01681311853972662
0.201,0.011984811169977308
0.202,0.007526493052643983
0.203,-0.006428167723489427
0.204,0.004634904071886489
0.205,0.007161044024775414
0.206,-0.006080388082910084
0.207,-0.005162755989927019
0.208,-0.005671879758134331
0.209,0.011156461444315261
0.21,-0.003515994194833401
