time,x ang vel,y ang vel,z ang vel,x accel,y accel,z accel,x mag,y mag,z mag
0.0,0.0024835707650561634,0.19930867849414408,0.0032384426905034624,-0.02555828396385835,-0.0037244060405585426,9.823055590981685,0.0,0.0,0.0
0.001,0.007615149282040127,0.19882923312638334,-0.0011706847847459028,0.008360806448758595,-0.015637408410944496,9.81831806948529,0.0,0.0,0.0
0.002,0.007896064077536957,0.20383717364576456,-0.002347371929674761,0.018297785036088796,-0.019525980724208997,9.770795325227748,0.0,0.0,0.0
0.003,0.0027128002179298235,0.1976829115359377,-0.0023286487678512843,0.03548126772814371,0.006306698281554869,9.800854163422176,0.0,0.0,0.0
0.004,0.0012098113578301705,0.190433598776711,-0.008624589162565165,-0.009831105899212452,0.00293581075047545,9.830820368210432,0.0,0.0,0.0
0.005,-0.0028114376462048635,0.1949358443983279,0.0015712366629763695,-0.030195762737429722,-0.008018891196474882,9.843079348399092,0.0,0.0,0.0
0.006,-0.004540120377606055,0.19293848149332354,0.007328243844607771,0.016492379116402014,0.014786154411095183,9.818153930227579,0.0,0.0,0.0
0.007,-0.0011288815024326783,0.20033764102343962,-0.007123740931067284,0.006209625530650072,-0.009363502076434896,9.798835669648719,0.0,0.0,0.0
0.008,-0.0027219136226259134,0.20055461294854934,-0.005754967887111514,0.01612264895120731,-0.010792151277745523,9.815676651635897,0.0,0.0,0.0
0.009,0.0018784900917283597,0.196996806550406,-0.001458468748966384,0.0030347098265012364,0.043837751649683954,9.806791554073266,0.0,0.0,0.0
0.01,-0.0030085330611469845,0.2092613909225447,-6.74861236896696e-05,0.02336926624504005,0.014146102113278297,9.807655142251754,0.0,0.0,0.0
0.011,-0.0052885546447795015,0.20411272456051596,-0.006104218249855111,-0.02487974671521119,-0.0010592711621929497,9.827984728534945,0.0,0.0,0.0
0.012,0.0010443179750237771,0.19020164938060113,-0.006640930244492153,-0.024496351604583286,0.016714190030706014,9.836857737408424,0.0,0.0,0.0
0.013,0.0009843061793456177,0.20369233289997707,0.0008568414059498525,0.0019201413982379803,0.018273934028470086,9.81280508965852,0.0,0.0,0.0
0.014,-0.0005782414119412027,0.19849448152205357,-0.007392609951837137,0.011427628818530542,0.02987160571510339,9.77892048099511,0.0,0.0,0.0
0.015,-0.0035992210419735432,0.19769680614520108,0.005285611131094579,-0.015304377856076334,0.025013628758467077,9.838702411826079,0.0,0.0,0.0
0.016,0.001718091447842307,0.19118479922318635,0.001620419846973975,-0.028158518747369347,0.031246071956147637,9.7585572116752,0.0,0.0,0.0
0.017,-0.0019254114020815828,0.19661538999847022,0.0030583814442043393,0.012511790373901571,0.00437588570670007,9.795337747155473,0.0,0.0,0.0
0.018,0.005154997612479755,0.20465640059558102,-0.004196087616113193,-0.013430922472814853,-0.0126936741568516,9.805916951585926,0.0,0.0,0.0
0.019,-0.001546061879256073,0.20165631715701782,0.004877725635611796,0.03972070749183258,0.01646207274947751,9.838688082601385,0.0,0.0,0.0
0.02,-0.00239587118922645,0.19907170511668093,-0.005531674870030141,-0.0064415430976945826,0.004605178481143259,9.788568107257664,0.0,0.0,0.0
0.021,-0.005981033120403354,0.204062629111971,0.006781200142854115,-0.005568894415174041,-0.011049991541290669,9.819772784483364,0.0,0.0,0.0
0.022,-0.00036005060790166927,0.20501766448946013,0.0018081801252381707,-0.014137087795449841,-0.016737298639349116,9.817927018384903,0.0,0.0,0.0
0.023,-0.0032255987730256215,0.20180697802754208,0.007690182832329846,-0.0010703393374364217,-0.01401068117140182,9.793067117377577,0.0,0.0,0.0
0.024,-0.0001791301955497577,0.20782321827907005,-0.013098725520448723,-0.014017395510159658,0.016292290537973923,9.818350562847252,0.0,0.0,0.0
0.025,0.00410951252187612,0.20043523534119087,-0.0014950367523293374,-0.015103542503528593,-0.014307816418759231,9.78705333395926,0.0,0.0,0.0
0.026,0.0004588038826775115,0.19006215542699556,-0.0010983594391875597,-0.007865165312887737,0.0024590850549798243,9.792421173179738,0.0,0.0,0.0
0.027,0.001785562857558732,0.2073894702237076,-0.002591351091368237,0.043746271201736464,0.01247564870093996,9.809356489135961,0.0,0.0,0.0
0.028,-0.0040424680144659384,0.19749121478207732,0.004577010588510371,0.00170145249965918,-0.027828091551001112,9.786019444832574,0.0,0.0,0.0
0.029,0.0016437555482984223,0.19735119898116482,0.0025663371655667805,0.02645784228839668,0.03270197658648316,9.765692171403598,0.0,0.0,0.0
0.03,0.00048538774674020195,0.20484322495266447,-0.003510265469386762,0.009407683241863158,0.02763277005425173,9.803165157998839,0.0,0.0,0.0
0.031,-0.001638310732988841,0.19803945923433922,-0.007317574740660593,0.030386870613976453,0.015346951391206665,9.819018203989433,0.0,0.0,0.0
0.032,0.0014806013853228804,0.20130527636089945,2.556728321230445e-05,-0.0048931606140694625,0.0018421984536433058,9.80105172005988,0.0,0.0,0.0
0.033,-0.0011729356668757347,0.19292314628974794,-0.002103226613826795,0.005929143263521294,0.005056078675575161,9.801314247157904,0.0,0.0,0.0
0.034,-0.0017135725826338474,0.19598861365389192,-0.0008064285583300457,-0.03894068728140887,-0.003899761927206496,9.789642534869614,0.0,0.0,0.0
0.035,0.002020254284072692,0.20943092950605266,0.0008728890641591948,-0.02241744536165342,-0.013799962851869813,9.826537647558137,0.0,0.0,0.0
0.036,0.0012877519536138218,0.19962777042116917,-0.009593856076495207,-0.022222624700073145,-0.017748244322688067,9.824135475972035,0.0,0.0,0.0
